Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-44-A4SS-01A,0.0009,0.1523,-0.117,-0.1383,0.1278,-0.1345,0.0065,0.1441,0.2189,0.0114,-0.0931,0.1271,0.0009,0.1523,0.0065,0.0071,-0.1383,0.1345,0.0114,0.1523,0.0009,0.1345,-0.1345,0.1523,0.0009,-0.1383,0.0114,0.1271,0.0009,0.1523,-0.0931,0.0114,0.1441,0.1392,0.0065,0.0123,-0.1182,-0.1345,0.1523,0.0009
TCGA-34-2608-11A,0.006,0.0031,0.0181,0.0047,0.0184,0.0013,0.007,0.0076,-0.01,0.0028,0.0149,0.0201,0.006,0.0031,0.007,0.0051,0.0047,0.0184,0.0028,0.0031,0.007,0.0184,0.0013,0.0031,0.006,0.0047,0.0028,0.0201,0.006,0.0031,0.0149,0.0028,0.0076,0.0329,0.007,0.0104,0.0047,0.0013,0.0031,0.007
TCGA-XC-AA0X-01A,-0.1436,0.0884,-0.1326,-0.5048,0.1977,0.1151,-0.1356,0.1952,0.013,-0.1093,-0.0863,0.3963,-0.1436,0.0884,-0.1356,0.0919,0.0267,0.1966,-0.1265,0.2234,-0.1436,0.1966,0.1151,0.0884,-0.1422,0.0204,-0.1265,0.3963,-0.1422,0.2234,-0.0863,-0.1265,0.1952,0.3963,-0.1258,-0.1584,0.118,0.1151,0.2234,-0.1436
TCGA-86-7714-01A,0.0459,0.0352,0.05,0.0425,0.0493,-0.0103,0.0459,0.0178,0.0208,0.0459,0.0509,0.0399,0.0459,0.007,0.0459,0.0513,0.0425,0.0493,0.0459,0.007,0.0459,0.0493,-0.0103,0.007,0.0459,0.0425,0.0569,0.0399,0.0459,0.007,0.0509,0.0459,0.0178,0.0496,0.0459,0.0459,0.0425,0.0124,0.007,0.0459
TCGA-55-A4DF-10A,0.0044,0.0025,0.0077,0.016,0.0082,0.0019,0.0044,0.0149,0.0071,0.0044,0.0044,0.0112,0.0044,0.0025,0.0044,0.0019,0.016,0.0082,0.0044,0.0025,0.0044,0.0082,0.0019,0.0025,0.0044,0.016,0.0044,0.0112,0.0044,0.0025,0.0044,0.0044,0.0149,0.0112,0.0044,0.0126,0.016,0.0019,0.0025,0.0044
TCGA-56-A4BW-10A,0.0073,0.003,0.0037,0.0097,0.0037,0.0061,0.0073,0.0184,0.0095,0.007,0.0134,0.0037,0.0073,0.003,0.0073,-0.0018,0.0097,0.0037,0.007,0.003,0.0073,0.0037,0.0061,0.003,0.0073,0.0097,0.007,0.0037,0.0073,0.003,0.0014,0.007,0.0184,0.0037,0.0073,0.0073,0.0097,0.0061,0.003,0.0073
TCGA-05-4415-01A,0.2184,0.4485,-0.0104,-0.1964,0.1176,-0.1305,-0.4263,0.4726,-0.1671,0.1282,-0.2038,0.1115,-0.3453,0.4485,-0.4263,-0.1419,-0.1964,0.1411,0.1282,0.4485,-0.4167,0.1411,-0.1305,0.4485,-0.3914,-0.1964,0.1352,0.1115,-0.3914,0.4485,-0.2038,0.1282,0.4726,0.1115,0.1473,-0.4016,-0.1964,-0.1305,0.4485,-0.4263
TCGA-77-6842-01A,-0.3229,-0.0322,-0.3047,-1.2381,1.1323,0.2791,-0.3229,-0.0353,0.4351,-0.3229,0.0812,1.2164,-0.3229,-0.0322,-0.3229,0.3573,-1.2381,1.2553,-0.3229,-0.0322,-0.3229,1.1369,0.2791,-0.0322,-0.3229,-1.2381,-0.3229,1.2164,-0.3229,-0.0322,0.0812,-0.3229,-0.0353,1.3451,-0.3229,-0.3212,-1.2101,0.2791,-0.0322,-0.3229
TCGA-49-AARQ-11A,-0.0003,0.0015,0.0055,-0.0002,0.0061,-0.0647,0.0017,-0.0209,-0.0159,0.0099,0.0064,0.0013,-0.0003,0.0015,0.0017,0.0108,-0.0002,0.0056,0.0099,0.0015,-0.0003,0.0056,-0.3527,0.0015,0.0014,-0.0002,0.0157,0.0013,0.0014,0.0015,-0.0071,-0.2936,-0.0209,0.0166,0.0017,-0.0081,-0.0005,-0.0647,0.0015,-0.0003
TCGA-05-5423-01A,-0.134,0.5167,0.2776,-0.5896,0.3535,-0.1155,-0.134,0.5388,0.4464,-0.134,-0.0714,0.352,-0.1295,0.5167,-0.134,0.5409,-0.5896,0.363,-0.134,0.5167,-0.134,0.363,-0.1155,0.5167,-0.1295,-0.5896,-2.6574,0.352,-0.1295,0.5167,-0.0714,-0.134,0.5388,0.3514,-0.134,-0.1348,-0.5936,-0.1159,0.5167,-0.134
TCGA-34-5240-01A,-0.2718,0.0681,-0.2086,0.7276,0.3946,0.7317,-0.1952,0.824,0.2856,-0.2593,-0.2365,0.3515,-0.2718,0.8381,-0.1952,1.2633,0.7276,0.7827,-0.2593,0.8381,-0.2077,0.3448,0.7317,0.8381,-0.2244,0.7276,0.3285,0.3515,-0.2244,0.8381,-0.2365,-0.2535,0.824,0.3783,-0.1952,-0.242,0.6419,0.7317,0.8381,-0.239
TCGA-39-5031-01A,-0.2446,0.0089,-0.248,-0.3093,0.762,0.0469,-0.2578,0.0352,-0.013,-0.2547,0.1801,0.7464,-0.2446,0.0089,-0.2578,0.3122,-0.3093,0.7476,-0.2547,0.0089,-0.5392,0.7476,0.0469,0.0089,-0.2446,-0.465,-0.0171,0.7464,-0.2446,0.0089,0.1801,-0.0057,0.0352,0.7444,-0.2578,-0.2599,-0.3805,0.0469,0.0089,-0.2578
TCGA-78-7152-01A,0.0192,0.3095,0.019,0.0337,0.0214,-0.107,0.0312,0.3467,0.347,0.0258,-0.4167,0.0342,0.0192,0.3095,0.0312,0.3343,0.0337,0.0214,0.0258,0.3095,0.0192,0.0214,-0.107,0.3095,0.0192,0.0337,0.0258,0.0342,0.0192,0.3095,-0.4167,0.0258,0.3467,0.0265,0.0312,0.0291,0.0337,-0.107,0.3095,0.0192
TCGA-64-5781-10A,-0.0083,-0.0158,0.0116,0.0399,0.0234,0.0099,0.027,-0.0502,0.0196,0.016,0.0301,0.0234,-0.0083,-0.0158,0.027,0.0255,0.0399,0.0234,0.016,-0.0158,0.0163,0.0234,0.0099,-0.0158,0.0079,0.0399,0.016,0.0234,0.0079,-0.0158,0.0301,0.016,-0.0502,0.0234,0.027,0.0043,0.0399,0.0099,-0.0158,0.0163
TCGA-55-1594-11A,-0.0078,0.0003,0.0101,-0.0081,0.0295,0.0003,-0.0078,0.0213,0.0043,-0.0078,0.0097,0.023,-0.0078,0.0003,-0.0078,-0.0012,-0.0081,0.0295,-0.0078,0.0003,-0.0078,0.0295,0.0003,0.0003,-0.0078,-0.0081,0.0094,0.023,-0.0078,0.0003,0.0097,0.0189,0.0213,0.0451,-0.0078,-0.0057,0.2203,0.0003,0.0003,-0.0078
TCGA-55-6983-11A,0.0063,0.0022,0.0072,0.0165,0.0016,0.0,0.0074,0.0229,0.0057,0.0066,0.0138,0.0063,0.0063,0.0022,0.0074,-0.0001,0.0165,0.0016,0.0066,0.0022,0.0063,0.0016,0.0,0.0022,0.0063,0.0165,0.0064,0.0063,0.0063,0.0022,0.0138,0.0066,0.0229,0.0063,0.0074,0.0063,0.0165,0.0,0.0022,0.0074
TCGA-98-A538-10A,0.0049,-0.0001,0.0022,0.0041,0.0007,0.007,0.006,0.0302,0.0049,0.006,0.0277,0.0101,0.0049,-0.0001,0.0049,0.0037,0.0041,0.0007,0.006,-0.0001,0.0049,0.0007,0.007,-0.0001,0.0049,0.0041,-0.006,0.0101,0.0049,-0.0001,0.0277,0.006,0.0302,0.0101,0.006,0.0049,0.0041,0.007,-0.0001,0.0049
TCGA-60-2706-11A,-0.0079,0.0023,0.0203,0.0023,0.0247,-0.0392,-0.0166,0.0026,-0.0209,-0.0064,0.0588,0.0131,-0.0079,0.0023,-0.0166,0.0569,0.0023,0.0247,-0.0064,0.0023,-0.0079,0.0247,-0.0392,0.0023,-0.0079,0.0023,-0.0033,0.0131,-0.0079,0.0023,0.0588,-0.0064,0.0026,0.0131,-0.0166,-0.0016,0.0023,-0.0392,0.0023,-0.0079
TCGA-93-A4JP-01A,-0.0664,0.1531,-0.1796,-0.0725,0.2285,0.0121,-0.0582,0.1524,0.0982,-0.0613,0.0388,0.2915,-0.0664,0.1531,-0.0539,0.1556,-0.0725,0.2285,-0.0613,0.1531,-0.0664,0.2285,0.0121,0.1531,-0.0599,-0.0725,-0.0613,0.2915,-0.0599,0.1531,0.0388,-0.0613,0.1524,0.2915,-0.0582,-0.0539,-0.077,0.0121,0.1531,-0.0664
TCGA-43-A475-01A,-0.0924,0.1246,-0.087,-0.0815,0.1199,0.1052,-0.0924,0.1088,-0.1061,-0.1005,-0.2505,0.1091,-0.0924,0.1246,-0.0924,0.3122,-0.0815,0.1199,-0.1005,0.1246,-0.0924,0.1199,0.1052,0.1246,-0.0924,-0.0815,0.2997,0.1091,-0.0924,0.1246,-0.2505,-0.1005,0.1088,0.1091,-0.0924,-0.0924,-0.093,0.1052,0.1246,-0.0924
TCGA-77-7338-11A,0.0134,0.0153,0.0132,0.0145,0.0084,0.0,0.0046,0.0168,0.0056,0.0059,0.0104,0.0062,0.0134,0.0153,0.0046,0.0036,0.0145,0.0084,0.0059,0.0153,0.0046,0.0084,0.0,0.0153,0.004,0.0145,0.0029,0.0062,0.004,0.0153,0.0104,0.0059,0.0168,0.0157,0.0046,0.004,0.0097,0.0,0.0153,0.0046
TCGA-50-5936-11A,0.011,0.0093,0.016,0.0009,0.0208,-0.0015,0.0016,0.017,0.001,0.0016,0.0109,0.0111,0.011,0.0093,0.0016,0.0134,0.0009,0.0208,0.0016,0.0093,0.0068,0.0208,-0.0015,0.0093,0.011,0.0009,0.0046,0.0111,0.011,0.0093,0.0109,0.0046,0.0673,0.0208,0.0016,0.0073,0.0054,-0.0015,0.0093,0.0068
TCGA-68-8251-01A,-0.1803,0.1864,-0.1881,-0.7368,0.1791,0.0055,-0.1804,0.1868,0.082,-0.1804,0.0044,0.1855,-0.1803,0.1864,-0.1803,0.1853,-0.7368,0.1791,-0.1804,0.1864,-0.1803,0.1495,0.0055,0.1864,-0.1914,-0.7368,-0.1804,0.1855,-0.1914,0.1864,0.0044,-0.1804,0.1868,0.1855,-0.1804,-0.2034,-0.1752,0.0055,0.1864,-0.1803
TCGA-85-6560-01A,-0.1896,0.0975,-0.1994,-0.1976,0.6666,-0.1145,-0.1896,0.1109,0.3384,-0.1851,-0.2108,0.6735,-0.1896,0.0975,-0.1896,0.2961,-0.1976,0.664,-0.1851,0.0975,-0.1896,0.664,-0.1145,0.0975,-0.1896,-0.1976,-0.1596,0.6735,-0.1896,0.0975,-0.2108,-0.1851,0.1109,0.6735,-0.1896,-0.1896,-0.2033,-0.1145,0.0975,-0.1896
TCGA-56-8626-10A,0.0122,0.0083,0.0183,0.0056,-0.0161,0.0043,0.0096,0.0579,0.0032,0.0025,0.0236,0.0056,0.0122,0.0083,0.0096,0.0108,0.0056,0.0082,0.0025,0.0083,0.0028,0.0082,0.0043,0.0083,0.0122,0.0056,0.0004,0.0056,0.0122,0.0083,0.0236,0.0122,0.0579,-0.0145,0.0096,0.0152,-0.0231,0.0043,0.0083,0.0028
TCGA-18-3414-11A,0.0113,0.0028,0.0102,0.0139,0.0124,-0.0022,0.0113,0.0102,0.0021,0.0059,0.0112,0.0124,0.0113,0.0028,0.0113,0.0031,0.0139,0.0124,0.0059,0.0028,0.0113,0.0124,-0.0022,0.0028,0.0113,0.0139,0.0127,0.0124,0.0113,0.0028,0.0112,0.0059,0.0102,0.0124,0.0113,0.0093,0.0139,-0.0022,0.0028,0.0113
TCGA-49-4505-11A,0.0003,-0.0023,0.004,-0.0024,0.004,-0.0092,0.0003,0.0107,-0.0003,0.0003,0.0202,0.0079,0.0003,-0.0023,0.0003,0.0026,-0.0024,0.004,0.0003,-0.0023,0.0003,0.004,-0.0092,-0.0023,0.0003,-0.0024,0.0054,0.0079,0.0003,-0.0023,0.0202,0.0003,0.0107,0.0106,0.0003,0.0041,0.0154,-0.0092,-0.0023,0.0003
TCGA-52-7811-10A,0.0053,0.0001,0.0071,0.0058,0.0059,0.0108,0.0053,0.0348,-0.0007,0.0053,0.009,0.0059,0.0053,0.0001,0.0053,0.0057,0.0058,0.0059,0.0053,0.0001,0.0053,0.0059,0.0108,0.0001,0.0003,0.0058,0.0022,0.0059,0.0003,0.0001,0.009,0.0053,0.0348,0.0059,0.0053,0.0113,0.0087,0.0108,0.0001,0.0053
TCGA-34-5231-01A,-0.4043,0.2163,-0.3459,-0.3272,-0.2411,0.2633,-0.309,0.2432,0.2569,-0.3669,-0.0293,-0.3119,-0.4043,0.2163,-0.309,0.0925,-0.3272,-0.2411,-0.3669,0.2163,-0.3416,-0.2411,0.2633,0.2163,-0.329,-0.3272,-0.3163,-0.3119,-0.329,0.2163,-0.0293,-0.3163,0.2432,-0.3119,-0.3417,-0.3207,-0.3283,0.2633,0.2163,-0.3416
TCGA-77-8154-10A,0.0055,0.0036,0.0073,0.0061,0.0138,-0.0004,0.0084,0.0096,-0.0009,0.0086,0.0147,0.0024,0.0055,0.0036,0.0084,0.015,0.0061,0.0138,0.0086,0.0036,0.0055,0.0138,-0.0004,0.0036,0.0055,0.0061,0.0086,0.0113,0.0055,0.0036,0.0147,0.0086,0.0096,0.0116,0.0084,0.0111,0.0121,-0.0004,0.0036,0.0055
TCGA-44-8117-01A,-0.2811,0.5873,0.0951,-0.8142,0.6153,0.8058,-0.276,0.5664,-0.3138,-0.2762,0.0107,0.613,-0.2863,0.5873,-0.2782,0.3689,-0.8142,0.6153,-0.2762,0.5873,-0.2811,0.6153,0.8058,0.5873,-0.2863,-0.8142,-0.2762,0.613,-0.2863,0.5873,0.0107,-0.2762,0.5664,0.613,-0.276,-0.2784,-0.7993,0.8058,0.5873,-0.2811
TCGA-85-8276-01A,-0.2363,-0.0838,-0.1942,-0.3838,0.0882,0.2291,-0.1979,-0.0559,0.2664,-0.2452,-0.2547,0.0935,-0.2363,0.0475,-0.1979,0.2004,-0.3838,0.0882,-0.2452,0.0475,-0.2091,0.0882,0.2291,0.0475,-0.2363,-0.3838,-0.19,0.0935,-0.2363,-0.0461,-0.2547,-0.19,-0.0559,0.1006,-0.1979,-0.4202,-0.3838,0.2291,-0.0461,-0.2091
TCGA-66-2800-11A,-0.0028,0.0056,0.0053,0.0044,0.0053,-0.0129,-0.0162,0.0193,-0.0118,0.0042,0.0296,0.0053,-0.0028,0.0056,-0.0028,0.0078,0.0044,0.0053,0.0042,0.0056,-0.0028,0.0053,-0.0129,0.0056,-0.0036,0.0044,0.0164,0.0053,-0.0036,0.0056,0.0296,0.0042,0.0193,0.0053,-0.0162,0.0055,0.011,-0.0129,0.0056,-0.0028
TCGA-L3-A4E7-10A,0.0039,-0.0041,-0.0012,0.0115,0.0044,0.0082,-0.004,0.0151,0.0073,0.0026,0.0172,0.0119,0.0039,-0.0041,0.001,0.0047,0.0115,0.0044,0.0026,-0.0041,0.0034,0.0044,0.0082,-0.0041,0.0039,0.0115,-0.0014,0.0119,0.0039,-0.0041,0.0172,0.0026,0.0151,0.0117,-0.004,0.0039,0.0101,0.0082,-0.0041,0.0034
TCGA-97-A4M1-01A,-0.1882,0.226,0.0902,-0.4055,0.065,-0.0306,-0.169,0.2481,0.1114,-0.17,-0.1468,0.6061,-0.1882,0.226,-0.169,0.0576,-0.4055,0.065,-0.17,0.226,-0.1882,0.065,-0.0306,0.226,-0.1686,-0.4055,-0.1444,0.6061,-0.1686,0.226,-0.1468,-0.1671,0.2481,0.4689,-0.169,-0.1841,-0.4055,-0.0306,0.226,-0.1882
TCGA-43-6771-10A,0.0065,0.0078,0.0094,0.0062,0.009,0.006,0.0079,0.0089,0.012,-0.0006,0.0137,0.0077,0.0065,0.0078,0.0065,-0.0146,0.0062,0.009,-0.0006,0.0078,0.0065,0.009,0.006,0.0078,0.0065,0.0062,0.011,0.0077,0.0065,0.0078,0.0137,-0.0006,0.0089,0.0077,0.0079,0.0123,0.0134,0.006,0.0078,0.0065
TCGA-55-6968-01A,-0.3278,0.3114,0.1438,0.171,-0.4293,-0.3976,-0.2519,0.3681,0.1473,-0.321,-0.3735,-0.4205,-0.3278,0.3114,-0.2827,0.1621,0.171,0.5329,-0.321,0.3785,-0.3218,0.5329,-0.3976,0.3114,-0.3278,0.171,-0.2753,-0.4205,-0.3278,0.3785,-0.3735,-0.2753,0.3681,-0.4093,-0.2519,-0.3038,0.1706,-0.3976,0.3785,-0.3218
TCGA-22-5492-01A,-0.352,0.0925,-0.3999,0.0695,0.9275,-0.379,-0.4182,0.1009,0.0653,-0.4082,0.07,0.8851,-0.352,0.0925,-0.4182,0.4274,0.0695,0.9275,-0.4082,0.0925,-0.4182,0.9275,-0.379,0.0925,-0.4082,0.0695,-0.4087,0.8851,-0.4082,0.0925,0.07,-2.2347,0.1009,0.9224,-0.4182,-0.4082,0.0718,-0.4251,0.0925,-0.4182
TCGA-97-8179-10A,0.0119,0.0122,0.0097,0.0173,0.0125,0.0054,0.007,0.0122,0.0107,0.007,0.0213,0.014,0.0119,0.0122,0.0119,0.01,0.0173,0.0125,0.007,0.0122,0.0119,0.0125,0.0054,0.0122,0.0119,0.0173,0.0149,0.014,0.0119,0.0122,0.0213,0.007,0.0122,0.014,0.007,0.0119,0.0173,0.0054,0.0122,0.0119
TCGA-63-7021-10A,-0.0077,-0.0002,0.0041,0.0114,0.0078,0.0035,-0.0003,0.0071,0.005,0.0034,0.0231,0.0078,-0.0077,-0.0002,-0.0064,0.0106,0.0114,0.0078,0.0034,-0.0002,-0.0118,0.0078,0.0035,-0.0002,0.0039,0.0114,0.0075,0.0078,0.0039,-0.0002,0.0231,0.0034,0.0071,0.0078,-0.0003,0.0039,0.0053,0.0035,-0.0002,-0.0118
TCGA-77-6844-10A,0.0012,0.007,0.0003,0.0063,-0.0003,0.004,0.0012,0.0238,0.0055,0.0068,0.012,-0.001,0.0012,0.007,0.0012,0.0122,0.0063,-0.0003,0.0068,0.007,0.0012,-0.0003,0.004,0.007,0.0012,0.0063,0.0211,-0.001,0.0012,0.007,0.012,0.0068,0.0238,-0.001,0.0012,-0.0017,0.0063,0.004,0.007,0.0012
TCGA-85-8049-01A,-0.1301,0.2626,-0.1246,-0.0741,0.0296,-0.1056,-0.1301,0.2868,0.0488,-0.1301,-0.1231,0.0275,-0.1301,0.2626,-0.1301,0.0341,-0.0741,0.0342,-0.1301,0.2626,-0.1301,0.0342,-0.1056,0.2626,-0.1301,-0.0741,-0.1301,0.098,-0.1301,0.2626,-0.1231,-0.1301,0.2868,0.0296,-0.1301,-0.1307,-0.0689,-0.1056,0.2626,-0.1301
TCGA-49-4486-11A,-0.0023,-0.0015,0.0061,0.0013,0.0154,-0.0096,-0.0059,0.0047,-0.0048,0.0058,0.0307,0.0062,-0.0023,-0.0015,-0.0059,0.0054,0.0013,0.0154,0.0058,-0.0015,-0.0023,0.0154,-0.0096,-0.0015,-0.0023,0.0013,0.0125,0.0062,-0.0023,-0.0015,0.0307,0.0058,0.0047,0.0154,-0.0059,0.0102,0.0136,-0.0096,-0.0015,-0.0023
TCGA-05-4433-01A,0.0691,0.1151,-0.0184,-0.4584,0.0759,-0.2518,0.0214,0.1622,0.0762,0.0242,0.0733,0.0898,0.0691,0.1151,0.037,0.0875,-0.4584,0.0655,0.0242,0.1151,0.0691,0.0655,-0.2518,0.1151,0.2276,-0.4584,0.0395,0.0898,0.064,0.1151,0.0733,0.0242,0.1622,0.0749,0.0214,0.068,-0.4584,-0.2518,0.1151,0.0691
TCGA-34-8455-01A,-0.3402,0.1339,-0.3347,-0.3308,0.7465,0.2984,-0.3402,0.1468,0.1419,-0.3402,-0.0702,0.7162,-0.3402,0.1339,-0.3402,0.1505,-0.3308,0.4909,-0.3402,0.1339,-0.3402,0.4909,0.2984,0.1339,-0.3402,-0.3308,-0.3402,0.7162,-0.3402,0.1339,-0.0702,-0.3402,0.1468,0.7628,-0.3402,-0.3402,-0.3308,0.2984,0.1339,-0.3402
TCGA-05-5428-10A,-0.0019,-0.0065,-0.0025,-0.0038,-0.0099,1.7531,-0.0031,0.0151,0.0073,-0.0031,0.0072,-0.0041,-0.0019,-0.0065,0.0076,0.0008,-0.0038,-0.009,-0.0031,-0.0065,-0.0019,-0.009,0.0158,-0.0065,0.211,-0.0038,-0.0017,-0.0005,-0.0019,-0.0065,0.0799,-0.0001,0.0151,-0.004,-0.0031,0.0027,-0.0173,0.0017,-0.0065,-0.0019
TCGA-55-7727-01A,-0.0377,0.465,-0.0878,0.0502,0.616,-0.1151,-0.0632,0.2314,0.0534,-0.0692,0.0389,0.616,-0.0377,0.652,-0.0632,0.0265,0.0502,0.616,-0.0692,0.2337,-0.0632,0.616,-0.1151,0.652,-0.0653,0.0502,-0.0749,0.616,-0.0653,0.2337,0.0389,-0.0692,0.2314,0.616,-0.0632,-0.0653,0.0522,-0.1151,0.2337,-0.0632
TCGA-43-6647-10A,0.0164,0.0163,0.0121,0.0066,0.0072,0.1057,0.0164,0.0374,0.0219,0.0164,0.0353,0.0084,0.0164,0.0163,0.0164,0.018,0.0066,0.0132,0.0164,0.0163,0.0164,0.0132,0.1057,0.0163,0.1614,0.0066,0.0077,0.0084,0.0156,0.0163,0.0353,0.0164,0.0374,0.0084,0.0164,0.0147,0.0066,0.1057,0.0163,0.0164
TCGA-38-4632-01A,-0.0178,0.5488,-0.3081,-0.1953,0.4613,-0.0816,0.0122,0.3249,0.0464,-0.0422,-0.0574,0.4395,-0.0178,0.3199,-0.0178,0.1307,-0.1953,0.4613,-0.0422,0.3199,-0.0178,0.4613,-0.0816,0.3199,-0.0178,-0.1953,-0.0035,0.4395,-0.0178,0.3199,-0.0574,-0.0422,0.3249,0.4774,0.0122,-0.0239,-0.1953,-0.0816,0.3199,-0.0178
TCGA-80-5608-01A,-0.2208,0.2794,-0.0914,0.3031,0.1605,-0.2303,-0.294,0.3023,-0.0163,-0.3017,-0.1523,0.1195,-0.2208,0.2794,-0.294,0.2708,0.3031,-0.2519,-0.3017,0.2794,-0.294,-0.2519,-0.2303,0.2794,-0.2861,0.3031,-0.3056,0.1195,-0.2861,0.2794,-0.1523,-0.3017,0.3023,0.1269,-0.294,-0.2474,0.3022,-0.2303,0.2794,-0.294
TCGA-39-5029-11A,0.0028,0.0078,0.0033,0.0018,0.0054,0.0099,0.0061,0.0183,0.0022,0.0061,0.0135,0.0054,0.0028,0.0078,0.0061,0.0046,0.0018,0.0054,0.0061,0.0078,0.0028,0.0054,0.0099,0.0078,0.0063,0.0018,0.0061,0.0054,0.0063,0.0078,0.0135,0.0061,0.0183,0.0054,0.0061,0.0042,0.0201,0.0099,0.0078,0.0028
TCGA-75-6203-10A,0.0252,0.0192,0.0173,0.0241,0.016,0.0183,0.0252,-0.0001,0.0253,0.0252,0.0217,0.0179,0.0252,0.0192,0.0252,0.0191,0.0241,0.016,0.0252,0.0192,0.0252,0.016,0.0183,0.0192,0.0252,0.0241,0.0303,0.0179,0.0252,0.0192,0.0217,0.0252,-0.0001,0.0261,0.0252,0.0252,0.0241,0.0183,0.0192,0.0252
TCGA-64-5815-10A,-0.011,-0.0134,-0.0071,0.0141,0.0102,0.0065,0.0143,-0.012,0.0048,0.0143,-0.0007,0.0262,-0.011,-0.0134,0.0143,-0.0055,0.0141,0.0102,0.0143,-0.0134,0.0111,0.0102,0.0065,-0.0134,-0.0052,0.0141,0.0143,0.0262,-0.0052,-0.0134,-0.0007,0.0143,-0.012,0.0262,0.0143,0.0033,0.0169,0.0065,-0.0134,0.0111
TCGA-56-8304-01A,-0.2306,-0.0266,-0.2595,-0.2577,0.6628,-0.245,-0.2337,-0.0315,-0.0371,-0.2418,-0.2679,0.6078,-0.2306,-0.0266,-0.2337,-0.0244,-0.2577,0.6754,-0.2418,-0.0266,-0.2337,0.6754,-0.245,-0.0266,-0.2306,-0.2577,-0.2418,0.6078,-0.2306,-0.0266,-0.2679,-0.2418,-0.0315,0.6434,-0.2337,-0.2306,-0.2577,-0.245,-0.0266,-0.2337
TCGA-55-8614-01A,0.2742,0.0097,-0.3535,-0.345,0.7951,0.3052,-0.3475,0.0336,0.2902,-0.3621,0.0081,0.7557,-0.35,0.0097,-0.3475,0.4391,-0.345,0.7951,-0.3621,0.0097,-0.3503,0.7951,0.3052,0.0097,-0.35,-0.345,0.2642,0.7557,-0.35,0.0097,0.0081,-0.3621,0.0336,0.8012,-0.3475,-0.3648,-0.345,0.1546,0.0097,-0.3503
TCGA-78-7220-01A,-0.1941,0.1232,-0.2022,-1.3649,0.9213,-0.1799,-0.1942,0.1315,0.2177,-0.2112,-0.2228,1.0164,-0.1941,0.1232,-0.1942,0.1295,-1.3649,0.9213,-0.2112,0.1232,-0.1941,0.9213,-0.1799,0.1232,-0.1941,-1.3649,-0.2112,1.0164,-0.1941,0.1232,-0.2228,-0.2112,0.0904,1.0131,-0.1942,0.1425,-0.1912,-0.1799,0.1232,-0.1941
TCGA-94-A5I4-10A,0.0024,0.0025,0.005,0.0152,0.0017,-0.0017,0.0105,0.0229,0.0059,0.0078,0.0185,0.0098,0.0024,0.0025,0.0105,0.0072,0.0152,0.0065,0.0078,0.0025,0.0105,0.0065,-0.0017,0.0025,-0.0051,0.0152,0.004,0.0098,-0.0051,0.0025,0.0185,0.0078,0.0229,0.0098,0.0105,-0.0048,0.0118,-0.0017,0.0025,0.0105
TCGA-91-6829-01A,-0.0415,0.4395,-0.3062,-0.2713,0.9161,-0.304,-0.2279,0.4417,0.1436,-0.179,-0.2913,0.928,-0.0415,0.4461,-0.247,0.5195,-0.2713,0.9161,-0.179,0.4461,-0.2319,0.9161,-0.304,0.4461,-0.0381,-0.2713,-0.192,0.928,-0.0381,0.3828,-0.2913,-0.192,0.4417,0.928,-0.2279,-0.0487,-0.2618,-0.304,0.4461,-0.2319
TCGA-94-8490-01A,-0.576,0.8182,-0.6002,-2.1288,0.0941,0.1102,-0.5883,0.8302,0.0724,-0.6507,-0.5941,0.0536,-0.576,0.8182,-0.5944,0.0654,-2.1288,0.0681,-0.6507,0.8182,-0.576,0.0681,0.1102,0.8182,-0.576,-2.1288,-0.5673,0.0536,-0.576,0.8182,-0.5941,-0.5673,0.8157,0.0851,-0.5883,-0.5809,-2.1288,0.1102,0.8182,-0.576
TCGA-49-4514-11A,0.0196,0.013,0.0266,0.0145,0.0266,0.0145,0.0196,0.013,0.0135,0.0196,0.0322,0.0266,0.0196,0.013,0.0196,0.013,0.0145,0.0266,0.0196,0.013,0.0196,0.0266,0.0145,0.013,0.0196,0.0145,0.0196,0.0266,0.0196,0.013,0.0322,0.0196,0.013,0.0266,0.0196,0.0196,0.0153,0.0145,0.013,0.0196
TCGA-86-8056-10A,0.0011,-0.0028,0.0017,0.0022,-0.0008,-0.0094,0.0011,0.0026,0.0015,0.0011,0.0003,-0.0008,0.0011,-0.0028,0.0011,-0.0021,0.0022,-0.0008,0.0011,-0.0028,0.0011,-0.0008,-0.0094,-0.0028,0.0018,0.0022,0.0011,-0.0008,0.0018,-0.0028,0.0003,0.0011,0.0026,-0.0008,0.0011,0.0018,-0.0006,-0.0094,-0.0028,0.0011
