Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-22-5480-11A,0.0191,0.0206,0.0174,0.0203,0.0174,0.0155,0.019,0.0186,0.0184,0.0147,0.0166,0.0138,0.0191,0.0206,0.019,0.019,0.0203,0.0174,0.0147,0.0206,0.011,0.0174,0.0155,0.0206,0.0191,0.0203,0.0074,0.0138,0.0191,0.0206,0.0166,0.0147,0.0186,0.0164,0.019,0.0158,0.0179,0.0155,0.0206,0.011
TCGA-86-A4P7-01A,-0.1039,0.2255,-0.0215,-0.0409,0.0205,-0.0491,-0.0822,0.2095,-0.0019,-0.0822,-0.034,0.1938,-0.1039,0.2255,-0.0923,0.1405,-0.0409,0.0205,-0.0822,0.2255,-0.0923,0.0205,-0.0491,0.2255,-0.1039,-0.0409,-0.0822,0.1938,-0.1039,0.2255,-0.034,-0.0822,0.2095,0.2053,-0.0822,-0.0851,-0.0507,-0.0491,0.2255,-0.0923
TCGA-62-A46U-10A,-0.0008,0.0077,0.0001,-0.0083,-0.0019,0.0132,-0.0008,0.0074,0.0098,-0.0008,-0.0037,0.0127,-0.0008,0.0077,-0.0008,-0.0011,-0.0083,-0.0019,-0.0008,0.0077,-0.0008,-0.0019,0.0132,0.0077,-0.0004,-0.0083,-0.0008,0.0127,-0.0004,0.0077,-0.0037,-0.0008,0.0074,-0.0057,-0.0008,-0.0004,-0.0083,0.0132,0.0077,-0.0008
TCGA-75-6205-01A,-0.0028,0.0553,-0.0664,-0.0635,0.3315,-0.0567,-0.0028,0.0582,-0.0557,-0.0028,0.1298,0.9373,-0.0028,0.0553,-0.0028,0.0917,-0.0635,0.3332,-0.0028,0.0553,-0.0028,0.3332,-0.0567,0.0553,-0.0028,-0.0635,-0.0028,0.9373,-0.0028,0.0553,0.132,-0.0028,0.0582,0.0325,-0.0028,0.0019,-0.0699,-0.0567,0.0553,-0.0028
TCGA-18-3412-01A,-0.4692,-0.135,-0.1246,-0.198,0.6371,0.3367,-1.4637,-0.0793,0.0336,-1.5134,0.5333,0.597,-0.4692,-0.135,-0.4685,0.306,-0.198,0.6371,-1.5134,-0.135,-0.4692,0.6371,0.3367,-0.135,-0.4692,-0.198,-1.4569,0.597,-0.4692,-0.135,0.5333,-1.494,-0.0793,0.6979,-1.4637,-0.4465,-0.2334,0.3367,-0.135,-0.4692
TCGA-58-8388-01A,-0.4442,0.4768,-0.5437,0.0228,0.7461,0.1097,-0.5004,0.4834,0.1079,-0.5004,-0.0711,0.7309,-0.4442,0.4768,-0.5004,0.0856,0.0228,0.7461,-0.5004,0.4768,-0.5004,0.7461,0.1097,0.4768,-0.4971,0.0228,-0.5282,0.7309,-0.4971,0.4768,0.2457,-0.3013,0.4834,0.7309,-0.5004,-0.4971,0.0228,0.1097,0.4768,-0.5004
TCGA-67-6216-01A,0.0619,0.0571,0.1916,-0.1594,0.2017,0.0418,0.0795,0.0539,0.1943,0.0692,0.0647,0.2017,0.0619,0.0571,0.0795,0.054,-0.1594,0.2017,0.0692,0.0571,0.0795,0.2017,0.0418,0.0571,0.0619,-0.1594,0.0668,0.2017,0.0619,0.0571,0.0096,0.0692,0.0539,0.2017,0.0795,0.0619,-0.1519,0.0418,0.0571,0.0795
TCGA-78-8648-01A,-0.0085,0.0189,-0.0049,0.0148,0.0085,-0.023,-0.0085,0.0531,-0.0025,-0.0085,-0.0039,0.011,-0.0085,0.0189,-0.0085,-0.0026,0.0148,0.0085,-0.0085,0.0189,-0.0085,0.0085,-0.023,0.0189,-0.0085,0.0148,-0.0094,0.011,-0.0085,0.0189,-0.0039,-0.0085,0.0531,0.0188,-0.0085,0.003,0.0148,-0.023,0.0189,-0.0085
TCGA-97-A4M6-10A,0.0007,0.0035,-0.0002,0.0028,-0.002,-0.0084,0.0007,-0.0043,-0.0001,0.0008,-0.0053,0.0022,0.0007,0.0035,0.0007,0.0069,0.0028,0.0025,0.0008,0.0035,0.0007,0.0025,-0.0084,0.0035,-0.0053,0.0028,0.0008,0.0022,-0.0053,0.0035,-0.0053,0.0008,-0.0043,-0.0022,0.0007,-0.0002,0.0028,-0.0084,0.0035,0.0007
TCGA-55-7994-10A,-0.0036,0.0031,0.0043,0.0084,0.0051,0.0077,0.0003,0.0066,0.0013,0.0017,0.0143,0.0099,-0.0036,0.0031,0.0078,0.004,0.0084,0.0051,0.0017,0.0031,-0.0036,0.0051,0.0077,0.0031,0.1204,0.0084,-0.0058,0.0099,-0.0036,0.0031,0.0143,0.1687,0.0066,0.0099,0.0003,0.0066,0.0084,0.0077,0.0031,-0.0036
TCGA-86-7714-10A,-0.0011,-0.0033,0.0028,0.002,0.0023,0.0057,0.0067,0.0005,0.0054,0.0008,0.0012,0.0005,-0.0011,-0.0033,0.0067,0.005,0.002,0.0023,0.0008,-0.0033,0.0067,0.0023,0.0057,-0.0033,-0.0011,0.002,0.0008,0.0005,-0.0011,-0.0033,0.0012,0.0008,0.0005,0.0079,0.0067,-0.0011,0.002,0.0057,-0.0033,0.0067
TCGA-50-5941-01A,-0.103,0.1981,-0.0138,-0.1196,0.0906,-0.1366,-0.097,0.2493,0.1681,-0.1063,-0.2134,0.0906,-0.103,0.1981,-0.103,0.1165,-0.1196,0.0906,-0.1063,0.1981,-0.103,0.0906,-0.1366,0.1981,-0.103,-0.1196,-0.0919,0.0906,-0.103,0.1981,-0.2134,-0.1063,0.2493,0.0906,-0.097,-0.1164,-0.1196,-0.1366,0.1981,-0.103
TCGA-97-8177-10A,0.0016,0.0055,-0.0001,-0.001,-0.0014,0.0026,0.0016,-0.0017,0.0024,0.0017,0.0064,0.0001,0.0016,0.0055,0.0016,0.0007,-0.001,-0.001,0.0017,0.0055,0.0016,-0.001,0.0026,0.0055,0.0016,-0.001,0.0017,0.0001,0.0016,0.0055,0.0064,0.0017,-0.0017,-0.0014,0.0016,0.0016,-0.0025,0.0026,0.0055,0.0016
TCGA-97-8179-01A,-0.2034,0.5642,-0.1934,-0.5307,-0.1596,-0.2361,-0.2034,0.601,0.2459,-0.2034,-0.1872,0.2916,-0.2034,0.5642,-0.2034,0.0679,-0.5307,0.2841,-0.2034,0.5642,-0.2034,0.2841,-0.2361,0.5642,-0.2034,-0.5307,-0.1795,0.2916,-0.2034,0.5642,-0.1872,-0.2034,0.601,0.2916,-0.2034,-0.2008,-0.5307,-0.2361,0.5642,-0.2034
TCGA-18-3421-11A,-0.0022,0.0063,0.0015,0.0071,0.0052,0.0139,0.0095,0.0084,0.0094,0.0095,0.0224,0.0045,0.0072,0.0063,0.0095,0.0038,0.0071,0.0052,0.0095,0.0063,-0.0022,0.0052,0.0139,0.0063,0.0072,0.0071,0.0045,0.0045,0.0072,0.0063,0.0093,0.0095,0.0084,0.0121,0.0095,0.017,0.0071,0.0139,0.0063,-0.0022
TCGA-75-6207-10A,0.0038,-0.0011,-0.0125,0.002,0.0047,0.0005,-0.0005,0.0038,-0.0006,-0.0083,0.0125,0.0016,0.0038,-0.0011,0.0028,0.0026,0.002,0.0021,-0.0083,-0.0011,0.0038,0.0021,0.0005,-0.0011,0.0038,0.002,0.0019,0.0016,0.0038,-0.0011,0.0125,-0.0083,0.0038,0.0081,-0.0005,0.0114,0.004,0.0005,-0.0011,0.0038
TCGA-56-1622-01A,-0.4022,0.0198,-0.401,-0.4061,0.3502,0.7402,-0.4022,0.0171,0.4896,-0.4022,-0.7565,0.873,-0.4022,0.0198,-0.4022,0.8302,-0.4061,0.3502,-0.4022,0.0198,-0.4022,0.3502,0.7402,0.0198,-0.4022,-0.4061,-0.4022,0.873,-0.4022,0.0198,-0.7565,-0.4022,0.0171,0.9244,-0.4022,-0.4086,-0.4061,0.7402,0.0198,-0.4022
TCGA-44-7667-01A,-0.0097,0.0924,-0.2616,-0.2219,0.0757,-0.1624,-0.0225,0.1401,0.1494,0.0072,-0.3793,0.1617,-0.0097,0.0924,0.0239,-0.0876,-0.2219,0.3661,0.0065,0.0924,-0.2075,0.3661,-0.1624,0.0924,-0.0097,-0.2219,-0.0194,0.1617,-0.0097,0.0924,-0.4687,-0.0462,0.1401,0.0913,-0.0225,-0.0077,-0.2219,-0.1624,0.0924,-0.2075
TCGA-56-8626-01A,-0.3013,0.0236,-0.3051,-0.6218,1.393,0.4006,-0.3111,0.0236,0.2667,-0.3102,0.0139,1.3355,-0.3013,0.0236,-0.3096,0.0106,-0.6218,1.393,-0.3162,0.0236,-0.3045,1.393,0.4006,0.0236,-0.3107,-0.271,-0.3421,1.3355,-0.3107,0.0236,0.0139,-0.3162,0.0236,1.3842,-0.3111,-0.3027,-0.3112,0.4006,0.0236,-0.3045
TCGA-55-A4DG-01A,-0.0886,0.4494,-0.3774,-0.3078,1.1286,-0.1045,-0.1071,0.4446,0.1123,-0.1071,0.1054,1.0261,-0.0886,0.4494,-0.0945,0.448,-0.3078,1.1286,-0.1071,0.4494,-0.0945,1.1286,-0.1045,0.4494,-0.1031,-0.3078,-0.1071,1.0261,-0.1031,0.4494,0.1054,-0.1071,0.7403,1.144,-0.1071,-0.1069,-0.2977,-0.1045,0.4494,-0.0945
TCGA-22-5481-01A,-0.3381,0.3127,-0.2611,0.3054,0.358,0.3325,-0.2898,0.2966,0.0382,-0.2898,0.0765,0.358,-0.3381,0.3127,-0.2898,0.335,0.3054,0.3453,-0.2898,0.3127,-0.2898,0.3453,0.3325,0.3127,-0.29,0.3054,-0.2898,0.358,-0.29,0.3127,0.0765,-0.2898,0.3098,0.358,-0.2898,-0.3024,0.3091,0.3325,0.3127,-0.2898
TCGA-77-8131-01A,-0.112,0.056,0.0506,-0.3006,0.0445,0.1629,-0.1198,0.0389,0.0322,-0.1238,0.0693,0.0549,-0.112,0.056,-0.1198,0.0505,-0.3006,0.0445,-0.1238,0.056,-0.112,0.0445,0.1629,0.056,-0.112,-0.3006,-0.1238,0.0549,-0.112,0.056,0.0693,-0.1238,0.0389,0.0549,-0.1198,-0.1076,0.0545,0.1629,0.056,-0.112
TCGA-50-5941-10A,0.0153,0.0105,0.0063,0.0129,0.0063,0.0265,0.0153,0.0279,0.0264,0.0063,0.0041,0.0049,0.0153,0.0105,0.0153,-0.0172,0.0129,0.0063,0.0063,0.0105,0.0153,0.0063,0.0265,0.0105,0.0153,0.0129,0.0103,0.0049,0.0153,0.0105,0.0041,0.2906,0.0279,0.0049,0.0153,0.0217,0.0129,0.0265,0.0105,0.0153
TCGA-43-6143-10A,0.005,0.0071,0.0086,0.018,0.0064,0.0072,0.0079,0.0115,0.0026,0.0003,0.0191,0.0091,0.005,0.0071,0.0079,0.0063,0.018,0.0064,0.0003,0.0071,0.0018,0.0064,0.0072,0.0071,0.005,0.018,0.0061,0.0091,0.005,0.0071,0.0191,0.0061,0.0115,0.0091,0.0079,0.0067,0.0148,0.0072,0.0071,0.0018
TCGA-39-5040-01A,-0.0174,0.3089,-0.0196,-0.8023,0.0112,-0.2934,-0.0174,0.2921,0.0398,-0.0236,-0.2467,0.0096,-0.0174,0.3089,-0.0174,0.0909,-0.8023,-0.0212,-0.0236,0.3089,-0.0174,-0.0212,-0.2934,0.3089,-0.0174,-0.8023,-0.0236,0.0096,-0.0174,0.3089,-0.2467,-0.0236,0.2921,0.0096,-0.0174,-0.0237,-0.8023,-0.2934,0.3089,-0.0174
TCGA-O2-A52S-10A,-0.0025,0.0029,-0.0004,-0.0002,0.0022,-0.0013,-0.0025,0.0029,0.0062,-0.0025,-0.0018,-0.002,-0.0025,0.0029,-0.0025,0.0041,-0.0002,0.0022,-0.0025,0.0029,-0.0025,0.0022,-0.0013,0.0029,-0.0025,-0.0002,-0.0025,-0.002,-0.0025,0.0029,-0.0018,-0.0025,0.0029,0.0022,-0.0025,-0.0009,-0.0002,-0.0013,0.0029,-0.0025
TCGA-66-2768-01A,-0.4613,0.058,-0.4508,-0.3725,0.4143,0.1434,-0.4574,0.0892,0.0599,-0.4759,0.1033,0.6433,-0.4613,0.058,-0.4543,0.0911,-0.3725,0.4297,-0.4759,0.058,-0.4543,0.4297,0.1434,0.058,-0.4436,-0.3725,-0.4686,0.6433,-0.4436,0.058,0.1033,-0.4759,0.0892,0.7524,-0.4574,-0.4273,-0.4382,0.1434,0.058,-0.4543
TCGA-39-5035-01A,-0.2953,0.1753,-0.0794,0.8917,0.6591,-0.3043,-0.3111,0.1401,-0.0629,-0.3029,-2.322,0.6801,-0.2953,0.1753,-0.315,0.4873,0.8917,0.6591,-0.3029,0.1753,-0.3056,0.6591,-0.3043,0.1753,-0.2953,0.8917,-0.3267,0.6801,-0.2953,0.1753,-0.2946,-0.3029,0.1401,0.6801,-0.3111,-0.2954,0.8917,-0.3043,0.1753,-0.3056
TCGA-39-5027-01A,-0.3479,0.157,-0.368,-0.336,0.1361,0.1784,-0.3479,0.1679,0.104,-0.3479,-0.3683,0.1361,-0.3479,0.157,-0.3479,0.157,-0.336,0.1361,-0.3479,0.157,-0.3479,0.1361,0.1784,0.157,-0.3479,-0.336,-0.3479,0.1361,-0.3479,0.157,-0.3683,-0.3479,0.1679,0.1361,-0.3479,-0.2878,-0.3658,0.1784,0.157,-0.3479
TCGA-46-3767-01A,-0.1645,0.0752,-0.1221,-0.1509,0.3619,0.0469,-0.157,0.0752,0.1823,-0.2049,-0.078,0.3641,-0.1645,0.0752,-0.157,0.1624,-0.1509,0.3619,-0.2049,0.0752,-0.1645,0.3619,0.0469,0.0752,-0.1378,-0.1509,-0.1877,0.3641,-0.1378,0.0752,-0.078,-0.2049,0.0752,0.3641,-0.157,-0.1378,-0.1509,0.0469,0.0752,-0.1645
TCGA-33-AASL-01A,-0.251,0.0923,0.0998,-0.7496,0.0985,-0.2372,-0.251,0.3706,0.1033,-0.251,-0.2366,0.0985,-0.251,0.3802,-0.251,0.0879,-0.7496,0.0985,-0.251,0.3802,-0.251,0.0985,-0.2372,0.3802,-0.0248,-0.7496,-0.24,0.0985,-0.0248,0.3802,-0.2366,-0.251,0.3706,0.0985,-0.251,-0.7517,-0.242,-0.2372,0.3802,-0.251
TCGA-77-7138-01A,-0.2093,0.099,0.1922,-0.3576,0.2616,-0.1605,-0.2105,0.1133,0.1818,-0.2234,-0.2277,0.0775,-0.2093,0.099,-0.2105,0.4573,-0.3576,0.2616,-0.2234,0.099,-0.2093,0.2616,-0.1605,0.099,-0.2093,-0.3576,-0.222,0.0775,-0.2093,0.099,-0.2277,-0.2234,0.1133,0.0957,-0.2105,-0.2269,-0.3614,-0.1605,0.099,-0.2093
TCGA-55-6980-11A,0.0118,-0.0052,0.0033,0.0186,0.0,0.0054,0.0118,0.0236,0.0003,0.0074,0.0146,0.0,0.0118,-0.0052,0.0118,0.0028,0.0186,0.0033,0.0074,-0.0052,0.0118,0.0033,0.0054,-0.0052,0.0118,0.0186,-0.0029,0.0,0.0118,-0.0052,0.0146,0.0074,0.0236,0.0,0.0118,0.0004,0.0186,0.0054,-0.0052,0.0118
TCGA-85-6175-10A,0.0174,0.0167,0.0139,0.0153,0.0149,0.0159,0.0151,0.0248,0.0111,0.0151,0.0138,0.0149,0.0174,0.0167,0.0174,0.0194,0.0153,0.0149,0.0151,0.0167,0.0174,0.0149,0.0159,0.0167,0.0174,0.0153,0.0151,0.0149,0.0174,0.0167,0.0138,0.0151,0.0248,0.0149,0.0151,0.0131,0.0153,0.0159,0.0167,0.0174
TCGA-37-4141-10A,0.0207,0.0163,0.0143,0.0138,0.0125,0.393,0.0208,0.0367,0.0271,0.0201,0.0329,0.0251,0.0207,0.0163,0.0208,0.0207,0.0138,0.0125,0.0201,0.0163,0.0207,0.0125,0.0784,0.0163,0.0309,0.0138,0.0178,0.0251,0.0309,0.0163,0.0329,0.0201,0.0367,0.0118,0.0208,0.0276,0.0065,0.0252,0.0163,0.0207
TCGA-55-8508-01A,-0.1847,0.4604,0.1363,0.0392,0.1307,-0.2201,0.0215,0.4553,0.1869,0.2425,-0.101,0.2305,-0.1847,0.4604,0.2386,0.048,0.0392,0.1263,0.2425,0.4604,0.2427,0.1263,-0.2201,0.4604,-0.1977,0.0392,0.0468,0.2305,-0.1977,0.4604,-0.101,0.235,0.4553,0.2283,0.2398,-0.1977,0.0392,-0.2201,0.4604,0.2427
TCGA-34-5239-10A,0.0059,0.0051,0.0106,0.0172,0.0054,0.0089,0.0059,0.0126,-0.0007,0.0059,0.011,0.0063,0.0059,0.0051,0.0059,0.0104,0.0172,0.0054,0.0059,0.0051,0.0059,0.0054,0.0089,0.0051,0.0059,0.0172,0.0059,0.0063,0.0059,0.0051,0.011,0.0059,0.0126,0.0054,0.0059,-0.0062,0.0158,0.0089,0.0051,0.0059
TCGA-66-2773-01A,-0.2002,0.2889,-0.1931,-0.4954,0.2453,0.2163,-0.1964,0.317,1.4343,-0.2022,-0.5194,0.4505,-0.2255,0.2889,-0.1963,0.6569,-0.2537,0.0099,-0.2022,0.2889,-0.2002,0.0099,0.2163,0.2889,-0.1944,-0.4954,-0.2022,0.4505,-0.1944,0.2889,-0.5194,-0.2022,0.317,0.458,-0.1964,-0.1964,-0.529,0.2163,0.2889,-0.2002
TCGA-69-8253-01A,-0.2711,0.3666,0.2049,0.1697,0.194,-0.2969,-0.2736,0.3763,0.3538,-0.2662,-0.017,0.1804,-0.2711,0.4439,-0.2736,-0.0176,0.1697,0.1956,-0.2662,0.3757,-0.2711,0.1956,-0.2969,0.4439,-0.2639,0.1697,-0.2662,0.1804,-0.2639,0.3757,-0.017,-0.2662,0.3763,0.1921,-0.2736,-0.2639,0.1697,-0.2969,0.3757,-0.2711
TCGA-37-5819-10A,0.0133,0.007,0.005,0.0009,0.0054,-0.0014,0.0067,0.016,0.0064,0.0067,0.0075,0.004,0.0133,0.007,0.0067,0.007,0.0009,0.0054,0.0067,0.007,0.0067,0.0054,-0.0014,0.007,0.0133,0.0009,0.0067,0.004,0.0133,0.007,0.0075,0.0067,0.016,0.004,0.0067,0.0045,0.0131,-0.0014,0.007,0.0067
TCGA-77-6843-01A,-0.5626,0.3847,0.1126,-0.5133,0.0983,0.1243,-0.5522,0.4181,0.4204,-0.5585,-0.5284,0.1042,-0.5626,0.3847,-0.5128,0.4478,-0.5133,0.0983,-0.5585,0.3847,-0.5493,0.0983,0.1243,0.3847,-0.5626,-0.5133,-0.5481,0.1042,-0.5626,0.3847,-0.5284,-0.5585,0.4181,0.101,-0.5522,-0.4607,-0.5419,0.1243,0.3847,-0.5493
TCGA-MP-A4TJ-01A,-0.0883,0.1537,0.0276,0.4187,0.0327,-0.1024,-0.1009,0.1796,0.1604,-0.1009,-0.2597,0.0333,-0.0883,0.1537,-0.0883,0.0383,0.4187,0.0327,-0.1009,0.1537,-0.0883,0.0327,-0.1024,0.1537,-0.0891,0.4187,-0.096,0.0333,-0.0891,0.1537,-0.2597,-0.1009,0.1796,0.0333,-0.1009,-0.0891,0.4085,-0.1024,0.1537,-0.0883
TCGA-69-8254-10A,0.0053,0.0028,0.0039,0.0056,0.0084,0.0,-0.0053,0.0219,0.0075,0.0025,0.0111,0.013,0.0053,0.0028,0.0053,0.0043,0.0056,0.0084,0.0025,0.0028,0.0053,0.0084,0.0,0.0028,0.0053,0.0056,0.0024,0.013,0.0053,0.0028,0.0111,0.0025,0.0219,0.0084,-0.0053,0.0053,0.0056,0.0,0.0028,0.0053
TCGA-NC-A5HQ-01A,-0.251,0.1133,0.0132,-0.2599,0.3778,-0.2332,-0.2612,0.1195,0.1047,-0.2612,-0.2748,0.3583,-0.251,0.1133,-0.2612,1.1578,-0.2599,0.3778,-0.2612,0.1133,-0.251,0.3778,-0.2332,0.1133,-0.251,-0.2599,-0.2859,0.3583,-0.251,0.1133,-0.2748,-0.2612,0.1195,0.3926,-0.2612,-0.251,-0.263,-0.2332,0.1133,-0.251
TCGA-97-8171-10A,0.0067,0.0017,0.0045,0.0088,0.0024,0.0014,0.0067,0.0339,0.0044,0.0046,0.0141,0.0024,0.0067,0.0017,0.0067,0.0088,0.0088,0.0024,0.0046,0.0017,0.0067,0.0024,0.0014,0.0017,0.0067,0.0088,0.0046,0.0024,0.0067,0.0017,0.0141,0.0046,0.0339,0.0024,0.0067,0.0065,0.0075,0.0014,0.0017,0.0067
TCGA-62-8394-10A,0.0036,0.0055,-0.0036,0.001,0.0041,0.0166,0.0036,0.0073,0.0052,0.002,0.0025,0.0041,0.0036,0.0055,0.0036,-0.0024,0.001,0.0041,0.002,0.0055,0.0036,0.0041,0.0166,0.0055,0.0036,0.001,0.002,0.0041,0.0036,0.0055,0.0025,0.002,0.0073,0.0041,0.0036,0.0036,0.001,0.0166,0.0055,0.0036
TCGA-NJ-A55A-01A,-0.1176,0.0454,-0.0094,-0.091,-0.0035,-0.0446,0.0216,0.1739,-0.0066,0.0216,-0.0255,0.0042,-0.1176,0.0454,0.0216,-0.0299,-0.091,-0.0043,0.0216,0.1745,0.0216,-0.0043,-0.0446,0.0454,0.0211,-0.091,0.0225,0.0042,0.0211,0.1745,-0.0255,0.0216,0.1739,-0.0035,0.0216,0.0217,-0.0131,-0.0446,0.1745,0.0216
TCGA-64-5778-10A,-0.0267,-0.0032,-0.0009,0.0106,0.0156,-0.0237,0.0072,-0.0127,0.0085,0.0149,0.0178,0.0273,0.0148,-0.0032,0.0262,0.0535,0.0106,0.0156,0.0149,-0.0032,0.0135,0.0156,-0.0237,-0.0032,0.0436,0.0106,0.0149,0.0273,0.0436,-0.0032,-0.0758,0.0149,-0.0127,0.0331,0.007,-0.009,0.0401,-0.0237,-0.0032,0.0135
TCGA-33-AASI-01A,-0.2899,0.3146,-0.2737,-0.8202,0.1688,0.0943,-0.2899,0.3085,0.1353,-0.3371,-0.2886,0.1546,-0.2899,0.3146,-0.2899,0.2214,-0.8202,0.1677,-0.3371,0.3146,-0.2899,0.1677,0.0943,0.3146,-0.2899,-0.8202,-0.2836,0.1546,-0.2899,0.3146,-0.2886,-0.2836,0.3085,0.1744,-0.2899,0.1603,-0.2558,0.0943,0.3146,-0.2899
TCGA-97-7547-01A,-0.1106,0.4433,0.1952,-1.5897,0.8911,-0.0637,-0.1022,0.4189,-0.0388,-0.0975,-0.0788,0.8921,-0.1106,0.4433,-0.1053,0.5854,-1.5897,0.1881,-0.0975,0.4138,-0.1854,0.1881,-0.0637,0.4433,-0.1582,-1.5897,-0.1557,0.8921,-0.1582,0.4138,-0.0788,-0.0975,0.4189,0.8847,-0.1022,-0.1632,-0.0826,-0.0637,0.4138,-0.0224
TCGA-44-A47B-01A,0.1465,0.2429,-0.0591,-0.06,-0.0545,-0.1147,0.1747,0.2625,0.3547,0.1769,-0.0391,-0.0571,0.1465,0.2429,0.1747,0.1758,-0.06,-0.0545,0.1769,0.2429,0.1591,-0.0545,-0.1147,0.2429,0.1465,-0.06,0.1769,-0.0571,0.1465,0.2429,-0.0391,0.1769,0.2625,-0.0656,0.1747,0.1733,-0.0605,-0.1147,0.2429,0.1591
TCGA-91-6831-11A,0.0122,0.0066,0.0112,0.0327,0.007,-0.001,0.0122,0.0105,0.011,0.0043,0.0077,0.0093,0.0122,0.0066,0.0122,0.0054,0.0327,0.007,0.0043,0.0066,0.0122,0.007,-0.001,0.0066,0.0122,0.0327,0.0089,0.0093,0.0122,0.0109,0.0077,0.0043,0.0105,-0.0066,0.0122,0.0122,0.0144,-0.001,0.0066,0.0122
TCGA-85-A4QR-10A,0.0067,0.0014,0.0033,0.0106,0.0042,0.0093,-0.0021,0.0266,0.0068,0.005,0.013,0.0082,0.0067,0.0014,0.0041,0.01,0.0106,0.0042,0.005,0.0014,0.0067,0.0042,0.0093,0.0014,0.0067,0.0106,0.005,0.0082,0.0067,0.0014,0.013,0.005,0.0266,0.0087,-0.0021,0.0059,0.0083,0.0093,0.0014,0.0067
TCGA-34-5240-10A,0.0118,0.0204,0.0108,0.0152,0.0105,0.0161,0.0118,0.0197,0.0248,0.0118,0.0195,0.0167,0.0118,0.0204,0.0118,0.0158,0.0152,0.0105,0.0118,0.0204,0.0118,0.0105,0.0161,0.0204,0.0118,0.0152,0.0118,0.0167,0.0118,0.0204,0.0195,0.0118,0.0197,0.0167,0.0118,0.0118,0.0097,0.0161,0.0204,0.0118
TCGA-78-7535-01A,-0.2497,0.3644,-0.2574,0.1418,0.3815,-0.2494,-0.2497,0.3735,0.3709,-0.2585,-0.2583,0.3815,-0.2497,0.3644,-0.2497,0.3627,0.1418,0.3815,-0.2585,0.3644,-0.2497,0.3815,-0.2494,0.3644,-0.2497,0.1418,-0.2545,0.3815,-0.2497,0.3644,-0.2583,-0.2585,0.4159,0.3815,-0.2497,-0.2507,0.1155,-0.2494,0.3644,-0.2497
TCGA-60-2703-01A,-0.1529,0.0012,-0.1471,-0.1386,0.2645,0.4389,-0.1435,0.0205,0.5975,-0.149,-0.1463,0.2372,-0.1529,0.0012,-0.1435,0.1505,-0.1386,0.2645,-0.149,0.0012,-0.1529,0.2645,0.4389,0.0012,-0.1529,-0.1386,-0.149,0.2372,-0.1529,0.0012,-0.1463,-0.149,0.0205,0.2645,-0.1435,-0.1529,-0.1301,0.4389,0.0012,-0.1529
TCGA-78-7536-01A,-0.3626,0.3313,-0.3802,0.0937,0.3477,-0.3265,-0.3593,0.3772,0.572,-0.3593,-1.0462,0.6856,-0.3626,0.3313,-0.3593,0.733,0.0937,0.6077,-0.3593,0.3313,-0.3626,0.6077,-0.3265,0.3313,-0.3626,0.0937,-2.5911,0.6824,-0.3626,0.3313,-1.0462,-0.3593,0.3772,0.6791,-0.3593,-0.3819,-0.308,-0.3265,0.3313,-0.3626
TCGA-64-1678-10A,0.0138,0.0147,0.0117,0.0259,0.0162,0.0444,0.0225,0.0279,0.0173,0.0174,0.0102,0.0092,0.0138,1.3084,0.0225,0.0101,0.0259,0.0162,0.0174,0.0316,0.0147,0.0162,0.0444,0.0316,0.0181,0.0259,0.0116,0.0092,0.0181,0.0316,0.0102,0.0174,0.0279,0.0116,0.0225,0.0145,0.0049,0.0444,0.0316,0.0147
TCGA-NC-A5HN-01A,-0.5849,0.0996,-0.5517,-4.1991,0.785,0.5979,-0.479,0.2696,2.4729,-0.6271,-0.5293,0.7206,-0.5364,0.2286,-0.479,0.8302,-1.0645,0.785,-0.6271,0.2286,-0.474,0.785,0.5979,0.2286,-0.5364,-4.1991,-0.5,0.7206,-0.5364,0.2286,-0.5293,-0.5219,0.2696,0.7242,-0.479,-0.5166,-1.0902,0.5979,0.2286,-0.479
TCGA-94-8035-10A,0.003,0.0106,0.0039,-0.0067,-0.0007,0.0131,0.003,0.0153,0.002,0.003,0.0205,0.0018,0.003,0.0106,0.003,-0.0041,-0.0067,-0.0007,0.003,0.0106,0.003,-0.0007,0.0131,0.0106,0.003,-0.0067,0.003,0.0018,0.003,0.0106,0.0205,0.003,0.0153,0.0018,0.003,0.003,-0.003,0.0131,0.0106,0.003
TCGA-56-6545-10A,0.0152,0.0203,0.0116,0.0187,0.0228,0.0231,0.0136,0.0215,0.0226,0.0136,0.0171,0.021,0.0152,0.0203,0.0136,0.0203,0.0187,0.0228,0.0136,0.0203,0.0152,0.0228,0.0231,0.0203,0.0152,0.0187,0.0136,0.021,0.0152,0.0203,0.0171,0.0136,0.0215,0.0228,0.0136,0.0131,0.0185,0.0231,0.0203,0.0136
