Case_IDs,RNU7-136P,RP11-795A2.2,CCDC39,LINC00969,ARHGEF26,CPN2,CLDN11,IQCJ-SCHIP1,SERPINI1,AADACL2-AS1,ATP13A4,TP63,SOX2-OT,PTX3,C3orf33,UTS2B,RP11-496B10.3,DNAJB11,AGTR1,FRG2FP,PLD1,DHX36,RSRC1,MCCC1,VEZF1P1,RP11-368I23.2,TPRG1,MED12L,AC024560.3,RP11-513G11.3,NLGN1,TM4SF18,PARL,MUC20,TERC,B3GALNT1,RP11-362A9.3,MCF2L2,RP11-197K6.1,RP11-501O2.5
TCGA-21-5784-01A,0.302,0.3933,0.3004,0.3991,0.302,0.3991,0.3004,0.302,0.3004,0.302,0.3991,0.394,0.3004,0.302,0.302,0.394,0.3004,0.3933,0.302,0.3991,0.3004,0.302,0.302,0.3933,0.394,0.3004,0.3933,0.302,0.3991,0.3991,0.3004,0.302,0.3933,0.3991,0.3004,0.302,0.302,0.3933,0.394,0.302
TCGA-69-7973-01A,-0.1013,-0.09,-0.09,-0.104,-0.1013,-0.104,-0.09,-0.1013,-0.09,-0.1013,-0.104,-0.09,-0.09,-0.1013,-0.1013,-0.1362,-0.09,-0.09,-0.1013,0.1386,-0.09,-0.1013,-0.1013,-0.09,-0.038,-0.09,-0.09,-0.1013,0.1386,-0.104,-0.09,-0.1013,-0.09,0.0,-0.09,-0.1013,-0.1013,-0.09,-0.1362,-0.1013
TCGA-60-2724-01A,0.1229,0.417,0.417,0.9375,0.1229,0.3972,0.419,0.1229,0.419,0.1229,0.3972,0.4292,0.417,0.1229,0.1229,0.4292,0.417,0.417,0.1154,0.4163,0.419,0.1229,0.1229,0.417,0.3989,0.419,0.4292,0.1229,0.4163,0.3972,0.419,0.1229,0.417,0.4163,0.419,0.1229,0.1229,0.417,0.4292,0.1133
TCGA-43-6771-01A,0.155,0.5543,0.1738,0.175,0.1702,0.175,0.1696,0.155,0.1696,0.1702,0.175,0.182,0.1738,0.1702,0.1702,0.182,0.1738,0.1738,0.1702,0.2588,0.1696,0.1702,0.155,0.1738,0.182,0.1696,0.182,0.1702,0.2348,0.175,0.1696,0.1702,0.1738,0.9217,0.1696,0.155,0.1702,0.1738,0.182,0.1702
TCGA-63-7023-10A,0.0109,0.0121,0.0121,0.0056,0.0109,0.0056,0.0121,0.0109,0.0121,0.0109,0.0056,0.0121,0.0121,0.0109,0.0109,0.0121,0.0121,0.0121,0.0109,0.0223,0.0121,0.0109,0.0109,0.0121,0.0121,0.0121,0.0121,0.0109,0.0223,0.0056,0.0121,0.0109,0.0121,0.0056,0.0121,0.0109,0.0109,0.0121,0.0121,0.0109
TCGA-05-5429-10A,-0.0034,-0.2363,0.0074,0.8409,-0.0034,0.0047,0.0009,-0.0034,-0.0129,-0.0034,0.0047,0.0047,0.0074,-0.0034,-0.0034,0.0047,0.0074,0.0074,-0.0034,0.2013,0.0009,-0.0034,-0.0034,0.0074,0.0047,-0.0129,0.0047,-0.0034,0.0598,0.0047,-0.3938,-0.0034,0.0074,0.8409,0.0009,-0.0034,-0.0034,0.0074,0.0047,-0.0034
TCGA-75-7030-01A,-0.0087,-0.0101,-0.0101,0.0001,-0.0087,0.0001,-0.0101,-0.0087,-0.0025,-0.0087,0.0001,0.0001,-0.0101,-0.0087,-0.0087,0.0001,-0.0101,-0.0101,-0.0087,0.0001,-0.0101,-0.0087,-0.0087,-0.0101,0.0001,-0.0025,-0.0101,-0.0087,0.0001,0.0001,-0.0101,-0.0087,-0.0101,0.0001,-0.0101,-0.0087,-0.0087,-0.0101,0.0001,-0.0087
TCGA-78-7163-11A,0.0079,0.0068,0.0068,0.0294,0.0079,0.0149,0.0264,0.0079,0.0264,0.0079,0.0149,0.0068,0.0068,0.0079,0.0079,0.0068,0.0068,0.0068,0.0079,0.0294,0.0264,0.0079,0.0079,0.0068,0.0149,0.0264,0.0068,0.0079,0.0294,0.0149,0.0264,0.0079,0.0068,-0.3829,0.0264,0.0079,0.0079,0.0068,0.0149,0.0079
TCGA-05-4244-01A,-0.0166,-0.0348,0.0229,-0.0032,-0.0166,-0.0032,0.014,-0.0166,0.014,-0.0166,-0.0032,0.0289,0.0229,-0.0166,-0.0166,0.0289,0.0229,-0.0348,0.0313,-0.0032,0.014,-0.0166,-0.0166,0.0229,0.0289,0.014,-0.0348,-0.0166,-0.0032,-0.0032,0.014,0.0313,0.0229,-0.0032,0.014,-0.0166,-0.0166,0.0229,0.0289,0.0313
TCGA-77-8156-10A,0.0092,0.0072,0.0072,-0.0063,0.0092,-0.0063,0.0212,0.0092,0.0212,0.0092,-0.0063,0.0072,0.0072,0.0092,0.0092,0.0072,0.0072,0.0072,0.0092,0.0554,0.0212,0.0092,0.0092,0.0072,0.0253,0.0212,0.0072,0.0092,0.0554,-0.0063,0.0212,0.0092,0.0072,-0.0063,0.0212,0.0092,0.0092,0.0072,0.0253,0.0092
TCGA-55-A48Y-10A,0.005,0.0048,0.0048,0.0245,0.005,0.0245,0.0057,0.005,0.0057,0.005,0.0245,0.0048,0.0048,0.005,0.005,0.0048,0.0048,0.0048,0.0042,0.0245,0.0057,0.005,0.005,0.0048,0.0048,0.0057,0.0048,0.005,0.0245,0.0245,0.0057,0.005,0.0048,0.0245,0.0057,0.005,0.005,0.0048,0.0048,0.0042
TCGA-78-7537-10A,0.0051,0.0036,0.0036,-1.1573,0.0051,-0.0013,0.0137,0.0051,0.0137,0.0051,-0.0013,0.0118,0.0036,0.0051,0.0051,-0.0013,0.0036,0.0036,0.0051,0.0161,0.0137,0.0051,0.0051,0.0036,-0.0013,0.0137,0.0118,0.0051,0.0161,-0.0013,0.0137,0.0051,0.0036,-0.1251,0.0137,0.0051,0.0051,0.0036,-0.0013,0.0051
TCGA-69-7978-10A,0.005,0.0117,0.0117,0.0189,0.005,0.0189,0.0117,0.005,0.0117,0.005,0.0189,0.0117,0.0117,0.005,0.005,0.0117,0.0117,0.0117,0.005,0.0189,0.0117,0.005,0.005,0.0117,0.0117,0.0117,0.0117,0.005,0.0189,0.0189,0.0117,0.005,0.0117,0.0189,0.0117,0.005,0.005,0.0117,0.0117,0.005
TCGA-93-A4JQ-10A,0.0077,0.0121,0.0121,0.0121,0.0109,0.0121,0.0121,0.0077,0.0129,0.0109,0.0121,0.0121,0.0121,0.0109,0.0109,0.0121,0.0121,0.0121,0.0109,0.0275,0.0121,0.0109,0.0109,0.0121,0.0121,0.0129,0.0121,0.0109,0.0275,0.0121,0.0121,0.0109,0.0121,-0.4421,0.0121,0.0077,0.0109,0.0121,0.0121,0.0109
TCGA-93-A4JP-10A,0.0102,0.0114,0.0114,0.0114,0.0102,0.0114,0.0114,0.0102,0.0114,0.0102,0.0114,0.0114,0.0114,0.0102,0.0102,0.0114,0.0114,0.0114,0.0102,0.0114,0.0114,0.0102,0.0102,0.0114,0.0114,0.0114,0.0114,0.0102,0.0114,0.0114,0.0114,0.0102,0.0114,0.0114,0.0114,0.0102,0.0102,0.0114,0.0114,0.0102
TCGA-39-5028-01A,0.113,0.1243,0.1243,0.1433,0.1223,0.1433,0.1243,0.113,0.1243,0.1223,0.1433,0.1243,0.1243,0.113,0.1223,0.1243,0.1243,0.1243,0.1223,0.1433,0.1243,0.1223,0.113,0.1243,0.1243,0.1243,0.1243,0.1223,0.1433,0.1433,0.1243,0.1223,0.1243,0.1433,0.1243,0.113,0.1223,0.1243,0.1243,0.1223
TCGA-22-5489-01A,0.5298,0.5066,0.5239,-0.2505,0.5253,0.5414,0.5115,-0.1621,0.5609,0.5253,0.5414,0.1353,0.5239,0.5253,0.5253,0.5485,0.5239,0.5066,0.5253,0.5567,0.5664,0.5253,0.5253,0.5239,0.5485,0.5609,0.5548,0.5253,0.5567,0.5414,0.5664,0.5253,0.5999,1.0786,0.5115,0.5298,0.5253,0.5999,0.5485,0.5253
TCGA-37-A5EL-01A,1.2654,1.2743,1.2876,1.2904,0.7208,1.2904,1.2876,1.2654,1.2876,0.7208,1.2904,1.2743,1.2876,1.0043,1.0043,1.2743,1.2876,1.2743,0.7208,1.2904,1.2876,1.0043,1.2654,1.2876,1.2743,1.2876,1.2743,0.7208,1.2904,1.2904,1.2876,0.7208,1.2876,1.2904,1.2876,1.2654,0.7208,1.2876,1.2743,0.7208
TCGA-50-5044-01A,0.0153,0.0184,0.0184,0.0184,0.0153,0.0184,0.001,0.0153,0.001,0.0153,0.0184,0.0184,0.0184,0.0153,0.0153,0.0184,0.0184,0.0184,0.0153,-0.3428,0.001,0.0153,0.0153,0.0184,0.0184,0.001,0.0184,0.0153,0.0184,0.0184,0.001,0.0153,0.0184,0.0184,0.001,0.0153,0.0153,0.0184,0.0184,0.0153
TCGA-95-A4VN-10A,0.0021,0.0073,0.0073,0.0073,0.0021,0.0073,0.0073,0.0021,0.0073,0.0021,0.0073,0.0073,0.0073,0.0021,0.0021,0.0073,0.0073,0.0073,-0.0012,0.0073,0.0073,0.0021,0.0021,0.0073,0.0073,0.0073,0.0073,0.0021,0.0073,0.0073,0.0073,0.0021,0.0073,0.0073,0.0073,0.0021,0.0021,0.0073,0.0073,-0.0012
TCGA-85-7950-10A,0.0002,0.0009,0.0009,0.0088,0.0,0.0088,-0.0064,0.0002,-0.0064,0.0,0.0088,0.0088,0.0009,0.0,0.0,0.0088,0.0009,0.0009,0.0,-0.0142,-0.0064,0.0,0.0,0.0009,0.0088,-0.0064,0.0009,0.0,-0.0142,0.0088,0.5848,0.0,0.0009,0.0088,-0.0064,0.0002,0.0,0.0009,0.0088,0.0
TCGA-34-5234-10A,0.015,0.0155,0.0155,-0.4731,0.015,0.0259,0.0155,0.015,0.0155,0.015,0.0259,0.0155,0.0155,0.015,0.015,0.0155,0.0155,0.0155,0.0112,0.0075,0.0155,0.015,0.015,0.0155,0.0155,0.0155,0.0155,0.015,0.0075,0.0259,0.0155,0.015,0.0155,0.0382,0.0155,0.015,0.015,0.0155,0.0155,0.0112
TCGA-33-AASI-11A,0.0015,-0.0019,-0.0019,0.8131,0.0015,-0.0034,0.0015,0.0015,0.0015,0.0015,-0.0034,-0.0019,-0.0019,0.0015,0.0015,-0.0034,-0.0019,-0.0019,0.0015,0.0191,0.0015,0.0015,0.0015,-0.0019,-0.0034,0.0015,-0.0019,0.0015,0.0191,-0.0034,-1.1621,0.0015,-0.0019,0.8131,0.0015,0.0015,0.0015,-0.0019,-0.0034,0.0015
TCGA-56-A4ZJ-10A,0.0046,0.0016,0.0016,-0.0127,0.0046,0.0046,0.0132,0.0046,-0.0032,0.0046,0.0046,0.0016,0.0016,0.0046,0.0046,0.0016,0.0016,0.0016,0.0046,-0.0127,0.0016,0.0046,0.0046,0.0016,0.0016,-0.0032,0.0016,0.0046,-0.0127,0.0046,0.0016,0.0046,0.0016,-0.0127,0.0132,-0.0084,0.0046,0.0016,0.0016,0.0046
TCGA-56-A4ZK-10A,0.0082,0.0007,0.0007,-1.176,0.0082,-0.0003,0.0007,0.0082,0.0007,0.0041,-0.0003,0.0157,0.0007,0.0082,0.0082,0.0157,0.0007,0.0007,0.0041,-0.0168,0.0007,0.0082,0.0082,0.0007,-0.005,0.0007,0.5362,0.0041,-0.0168,-0.0003,0.0007,0.0041,0.0007,-1.176,0.0007,0.0082,0.0082,0.0007,-1.4935,0.0041
TCGA-NC-A5HI-01A,0.9004,0.9132,0.9132,0.9132,0.9004,0.9132,0.9071,0.9004,0.9071,0.9004,0.9132,0.9132,0.9132,0.9004,0.9004,0.9132,0.9132,0.9132,0.9004,0.9132,0.9071,0.9004,0.9004,0.9132,0.9132,0.9071,0.9132,0.9004,0.9132,0.9132,0.9071,0.9004,0.9132,0.9132,0.9071,0.9004,0.9004,0.9132,0.9132,0.9004
TCGA-05-4430-01A,-0.0363,0.1985,0.1985,-0.8161,-0.0363,0.1968,0.1985,-0.0363,0.2065,-0.0363,0.1972,0.1985,0.1985,-0.0363,-0.0363,0.1985,0.1985,0.1985,-0.0363,0.1953,0.1985,-0.0363,-0.0363,0.1985,0.1985,0.2065,0.1985,-0.0363,0.1953,-0.74,0.1985,-0.0363,0.1985,-0.1389,0.1985,-0.0363,-0.0363,0.1985,0.1985,-0.0363
TCGA-66-2781-01A,0.8556,0.8243,0.894,0.8434,0.8556,0.8434,0.894,0.8556,0.8955,0.8556,0.8434,0.5221,0.894,0.8556,0.8556,0.859,0.894,0.8243,0.5951,0.5953,0.894,0.8556,0.8556,0.894,0.859,0.8955,0.8243,0.8556,0.8686,0.8434,0.894,0.5951,0.894,0.8225,0.894,0.8556,0.8556,0.894,0.859,0.5951
TCGA-56-A49D-10A,0.0083,0.0136,0.0136,0.0211,0.0083,0.0211,0.0136,0.0083,0.0136,0.0083,0.0211,0.0136,0.0136,0.0083,0.0083,0.0136,0.0136,0.0136,0.0083,0.0211,0.0136,0.0083,0.0083,0.0136,0.0479,0.0136,0.0136,0.0083,0.0211,0.0211,0.0136,0.0083,0.0136,0.0211,0.0136,0.0083,0.0083,0.0136,0.0136,0.0083
TCGA-55-8205-01A,0.1084,0.1086,0.1086,0.117,0.1084,0.117,0.1086,0.1084,0.0917,0.1084,0.117,0.1679,0.1086,0.1084,0.1084,0.0999,0.1086,0.1086,0.1084,-0.3292,0.1086,0.1084,0.1084,0.1086,0.0999,0.0917,0.1679,0.1084,0.1323,0.117,0.1086,0.1084,0.1086,-0.2432,0.1086,0.1084,0.1084,0.1086,0.0999,0.1084
TCGA-77-A5GH-01A,0.2987,0.3317,0.2872,0.7209,0.2947,0.3396,0.3147,0.2987,0.223,0.2947,0.3396,0.3317,0.2872,0.3531,0.3531,0.2791,0.2872,0.3317,0.2947,0.3704,0.3147,0.2947,0.71,0.3317,0.2791,0.3147,0.3317,0.2947,0.3704,0.3396,0.3147,0.2947,0.3317,0.7209,0.3147,0.2987,0.2947,0.3317,0.2791,0.2947
TCGA-NC-A5HT-10A,0.0055,0.0016,0.0016,0.0011,0.0055,0.0011,0.0016,0.0055,0.0016,0.0055,0.0011,0.0016,0.0016,0.0055,0.0055,0.0016,0.0016,0.0016,0.0055,0.0011,0.0016,0.0055,0.0055,0.0016,0.0016,0.0016,0.0016,0.0055,0.0011,0.0011,0.0016,0.0055,0.0016,0.0011,0.0016,0.0055,0.0055,0.0016,0.0016,0.0055
TCGA-44-A47G-01A,0.0145,0.0311,0.0311,0.0217,0.0145,0.0217,0.0311,0.0145,0.0311,0.1079,0.0217,0.1581,0.0311,0.0145,0.0145,0.0217,0.0311,0.0311,0.1079,0.0217,0.0311,0.0145,0.0145,0.0311,0.0217,0.0311,0.1581,0.1079,0.0217,0.0217,0.0311,0.1079,0.0311,0.0217,0.0311,0.1351,0.1079,0.0311,0.0217,0.1079
TCGA-39-5034-11A,0.0173,0.0147,0.0147,-0.5166,0.0173,0.0117,0.019,0.0173,0.019,0.0173,0.0117,0.0117,0.0147,0.0173,0.0173,0.0117,0.0147,0.0147,0.0173,0.0463,0.019,0.0173,0.0173,0.0147,0.0117,0.019,0.0117,0.0173,0.0463,0.0117,0.019,0.0173,0.0147,-0.5166,0.019,0.0173,0.0173,0.0147,0.0117,0.0173
TCGA-85-A53L-01A,0.3816,0.4096,2.2567,0.3742,0.3816,0.3937,0.9249,0.3816,0.9249,0.3816,0.3937,0.4096,2.2567,0.3816,0.3816,0.4096,1.6465,0.4096,0.3837,0.3938,0.9249,0.3816,0.3816,1.9018,0.4096,0.9249,0.4096,-1.081,0.3938,0.3937,0.9249,0.3837,1.9018,0.3938,0.9249,0.3816,0.3816,1.9018,0.4096,0.3837
TCGA-49-AAQV-11A,0.0014,0.0065,0.0065,-0.0038,0.0014,-0.0038,0.0065,0.0014,0.0065,0.0014,-0.0038,-0.7542,0.0065,0.0014,0.0014,-0.0038,0.0065,0.0065,0.0014,-0.0038,0.0065,0.0014,0.0014,0.0065,-0.0038,0.0065,0.0065,0.0014,-0.0038,-0.0038,0.0065,0.0014,0.0065,-0.0038,0.0065,0.0014,0.0014,0.0065,-0.0038,0.0014
TCGA-62-A46P-10A,0.0088,0.0118,0.0118,0.5728,0.0088,0.0118,0.0118,0.0088,0.0118,0.0088,0.0118,0.0118,0.0118,0.0088,0.0088,0.0118,0.0118,0.0118,0.0088,0.0346,0.0118,0.0088,0.0088,0.0118,0.0118,0.0118,0.0118,0.0088,0.0346,0.0118,0.0118,0.0088,0.0118,0.5728,0.0118,0.0088,0.0088,0.0118,0.0118,0.0088
TCGA-58-8386-01A,0.3466,0.2723,0.2893,0.7974,0.3466,0.2816,0.2893,0.3466,0.2788,0.3466,0.2816,0.3187,0.2893,0.3466,0.3466,0.2907,0.2893,0.2723,0.3466,0.3453,0.2893,0.3466,0.3466,0.2893,0.2912,0.2788,0.3187,0.3466,0.3453,0.2816,0.2893,0.3466,0.4009,0.7974,0.2893,0.3466,0.3466,0.2893,0.2907,0.3466
TCGA-78-7143-01A,0.1153,0.0916,0.0916,0.1105,0.1153,0.1105,0.0916,0.1153,0.0916,0.1153,0.1105,0.0801,0.0916,0.1153,0.1153,0.0801,0.0916,0.0916,0.1158,0.0219,0.0916,0.1153,0.1153,0.0916,0.0801,0.0916,0.0801,0.1153,0.0219,0.1105,0.0916,0.1184,0.0916,0.1105,0.0916,0.1153,0.1153,0.0916,0.0801,0.0629
TCGA-96-A4JL-01A,-0.2561,-0.2702,-0.0041,-0.26,0.2208,-0.26,-0.0041,0.0404,-0.0041,0.2208,-0.26,-0.2702,-0.0041,-0.0105,0.2208,-0.2702,-0.0041,-0.2702,0.2208,-0.26,-0.0041,0.2208,-0.0105,-0.0041,-0.2702,-0.0041,-0.2702,0.2208,-0.26,-0.26,-0.0041,0.2208,-0.0041,-0.26,-0.0041,-0.2561,0.2208,-0.0041,-0.2702,0.2208
TCGA-94-A5I4-01A,1.2651,1.5953,1.5953,0.5746,-0.4145,1.62,1.6228,1.2651,1.6228,-0.4145,1.62,1.5953,1.5953,-1.9417,-0.4145,1.5953,1.5953,1.5953,-0.4145,1.5267,1.6228,-0.4145,1.2651,1.5953,1.5953,1.6228,1.5953,-0.4145,1.6223,1.62,1.6228,-0.4145,1.5953,0.5746,1.6228,1.2651,-0.4145,1.5953,1.5953,-0.4145
TCGA-35-4122-01A,0.1617,0.1238,0.157,0.1471,0.1617,0.1471,0.1726,0.1617,0.1726,0.1617,0.1471,0.1477,0.157,0.1617,0.1617,0.1477,0.157,0.1238,0.1829,0.1669,0.1726,0.1617,0.1617,0.157,0.0996,0.1726,0.1581,0.1617,0.1471,0.1471,0.1511,0.1617,0.157,0.9758,0.1726,0.1506,0.1617,0.157,0.1477,0.1829
TCGA-98-A53J-01A,1.2428,1.2541,1.2541,1.2804,0.9406,1.2804,1.2541,1.2428,1.2541,0.9406,1.2804,1.2499,1.2541,0.9406,0.9406,1.2499,1.2541,1.2541,0.9464,0.8902,1.2541,0.9406,0.9406,1.2541,1.2499,1.2541,1.2499,0.9406,1.2873,1.2804,1.2541,0.9464,1.2541,1.2804,1.2541,1.2428,0.9406,1.2541,1.2499,0.9464
TCGA-69-7764-01A,-0.0721,-0.1166,-0.0764,-0.4019,-0.0721,-0.1261,-0.0764,-0.0721,-0.0764,-0.0721,-0.1261,-0.0863,-0.0764,-0.0721,-0.0721,-0.0863,-0.0764,-0.1273,-0.0643,0.2048,-0.0764,-0.0721,-0.0721,-0.0764,-0.0863,-0.0764,-0.0863,-0.0721,-0.0994,-0.1261,-0.0764,-0.0721,-0.0764,-0.4019,-0.0764,-0.0721,-0.0721,-0.0764,-0.0863,-0.0643
TCGA-55-6971-11A,0.0153,0.0122,0.0122,0.0122,0.0153,0.0122,0.0165,0.0153,0.0035,0.0153,0.0122,0.0122,0.0122,0.0153,0.0153,0.0122,0.0122,0.0122,0.0098,0.0122,0.0165,0.0153,0.0153,0.0122,0.0122,0.0035,0.0122,0.0153,0.0122,0.0122,-0.1068,0.0098,0.0122,0.0122,0.0165,0.0153,0.0153,0.0122,0.0122,0.0098
TCGA-75-5126-10A,0.0119,0.0135,-0.0038,0.1333,0.0119,0.0168,0.0074,0.0119,0.0082,0.0119,0.0168,0.0135,-0.0038,0.0119,0.0119,0.0135,-0.0038,0.0135,0.0119,-0.1242,0.0074,0.0119,0.0119,-0.0038,0.0135,0.0082,0.0135,0.0119,0.0269,0.0168,0.0074,0.0119,-0.1556,-0.2401,0.0074,0.0119,0.0119,-0.1556,0.0135,0.0119
TCGA-05-4422-10A,0.0035,0.0086,0.0086,0.0181,0.0035,0.0181,0.0086,0.0035,0.0086,0.0035,0.0181,0.0086,0.0086,0.0035,0.0035,0.0086,0.0086,0.0086,0.0035,0.0181,0.0086,0.0035,0.0035,0.0086,0.0086,0.0086,0.0086,0.0035,0.0181,0.0181,0.0086,0.0035,0.0086,0.0181,0.0086,0.0035,0.0035,0.0086,0.0086,0.0035
TCGA-98-A53J-10A,0.0025,0.0039,0.0039,-0.0024,0.0025,-0.0024,0.0039,0.0025,0.0039,0.0025,-0.0024,0.0039,0.0039,0.0025,0.0025,0.0039,0.0039,0.0039,0.0025,-0.0024,0.0039,0.0025,0.0025,0.0039,0.0039,0.0039,0.0039,0.0025,-0.0024,-0.0024,0.0039,0.0025,0.0039,-0.0024,0.0039,0.0025,0.0025,0.0039,0.0039,0.0025
TCGA-55-A491-01A,0.2741,0.2728,0.2728,0.2596,0.2741,0.2596,0.2813,0.2741,0.2813,0.2741,0.2596,0.2728,0.2728,0.2741,0.2741,0.2728,0.2728,0.2728,0.2741,0.2596,0.2813,0.2741,0.2741,0.2728,0.2728,0.2813,0.2728,0.2741,0.2596,0.2596,0.2813,0.2741,0.2728,0.2596,0.2813,0.2741,0.2741,0.2728,0.2728,0.2741
TCGA-85-8481-01A,0.3697,0.1443,0.5936,0.8597,0.3991,0.3642,0.5998,0.3697,0.5998,0.3991,0.3642,0.1443,0.5936,0.3697,0.3697,0.1443,0.5936,0.1443,0.3991,-0.1933,0.5998,0.3991,0.3697,0.5936,0.3525,0.5998,0.1443,0.3991,0.3821,0.3642,0.5998,0.3991,0.5936,0.3821,0.5998,0.3697,0.3991,0.5936,0.1443,0.3991
TCGA-55-7815-10A,0.0,-0.0022,-0.0022,0.0076,0.0,0.0076,0.0027,0.0,0.0027,-0.9491,0.0076,-0.0022,-0.0022,0.0,0.0,-0.0022,-0.0022,-0.0022,0.0046,0.0076,0.0027,0.0,0.0,-0.0022,-0.0022,0.0027,-0.0022,0.0046,0.0076,0.0076,0.0027,0.0046,-0.0022,0.0076,0.0027,0.0,0.0,-0.0022,-0.0022,0.0046
TCGA-85-7710-10A,-0.0006,-0.0051,-2.2506,-0.4113,-0.0006,-0.0037,0.0067,-0.0006,0.0067,-0.0006,-0.0037,-0.0051,-0.0051,-0.0006,-0.0006,-0.0051,0.0067,-0.0051,-0.0006,0.0073,0.0067,-0.0006,-0.0006,-0.0051,-0.8079,0.0067,-0.0051,-0.0006,0.0073,-0.0037,0.0067,-0.0006,-0.0051,-0.4113,0.0067,-0.0006,-0.0006,-0.0051,-0.0051,-0.0006
TCGA-73-4659-01A,-0.0912,-0.0895,-0.0895,0.4886,-0.0912,-0.071,0.8834,-0.0912,-0.0772,-0.0912,-0.071,0.2913,-0.0895,-0.0912,-0.0912,-0.0861,-0.0895,-0.0895,-0.0806,-0.0369,-0.0812,-0.0912,-0.0912,-0.0895,-0.0861,0.7986,0.2913,-0.0912,-0.0369,-0.071,-0.0812,-0.0806,-0.0895,0.4886,0.9885,-0.0912,-0.0912,-0.0895,-0.0861,-0.0806
TCGA-60-2707-11A,0.0114,0.0093,0.0093,-0.0046,0.0114,0.0051,0.0093,0.0114,0.0093,0.0114,0.0051,0.0093,0.0093,0.0114,0.0114,0.0093,0.0093,0.0093,0.0114,-0.0046,0.0093,0.0114,0.0114,0.0093,0.0093,0.0093,0.0093,0.0114,-0.0046,0.0051,0.0093,0.0114,0.0093,-0.0046,0.0093,0.0114,0.0114,0.0093,0.0093,0.0114
TCGA-33-4587-11A,0.0168,0.0057,0.0057,0.0067,0.0168,0.0067,0.0057,0.0168,0.0072,0.0168,0.0067,0.0144,0.0057,0.0168,0.0168,0.0144,0.0057,0.0057,0.0066,0.0388,0.0057,0.0168,0.0168,0.0057,0.0144,0.0072,0.0144,0.0168,-0.0241,0.0067,0.0057,0.0066,0.0057,-0.0241,0.0057,0.0168,0.0168,0.0057,0.0144,0.0066
TCGA-58-8387-10A,0.0016,0.0077,0.0077,0.024,0.0129,0.024,0.0073,0.0016,0.0001,0.0129,0.024,0.0077,0.0077,0.0129,0.0129,0.0077,0.0077,0.0077,0.0129,0.024,0.0073,0.0129,0.0129,0.0077,0.0077,0.0001,0.0077,0.0129,0.024,0.024,0.0073,0.0129,0.0077,0.024,0.0073,0.005,0.0129,0.0077,0.0077,0.0129
TCGA-85-6560-10A,0.0114,0.0053,0.0053,0.0187,0.0029,0.0187,0.008,0.0114,0.0095,0.0029,0.0187,0.0053,0.0053,0.0114,0.0114,0.0053,0.0053,0.0053,0.0029,0.0187,0.008,0.0029,0.0114,0.0053,0.0563,0.0095,0.0053,0.0029,0.0187,0.0187,0.0057,0.0029,0.0053,0.0187,0.008,0.0114,0.0029,0.0053,0.0053,0.0029
TCGA-91-6848-01A,0.3369,0.3539,0.3041,0.3903,0.3319,0.3903,0.3751,0.3369,0.3224,-0.073,0.3903,0.3539,0.3041,0.3913,0.3319,0.3539,0.3041,0.3539,-0.073,0.4093,0.4842,0.3319,0.3913,0.3703,0.371,0.3273,0.3539,-0.073,0.4093,0.3903,0.3041,-0.073,0.4751,0.3903,0.3751,0.3369,-0.073,0.4751,0.3539,-0.073
TCGA-NK-A5CT-01A,0.1948,0.2038,0.2038,0.2114,0.1948,0.2114,0.2038,0.1948,0.1802,0.1948,0.2114,0.2038,0.2038,0.1948,0.1948,0.2038,0.2038,0.2038,0.1948,0.2114,0.2038,0.1948,0.1948,0.2038,0.2038,0.1802,0.2038,0.1948,0.2114,0.2114,0.2038,0.1948,0.2038,0.2114,0.2038,0.1948,0.1948,0.2038,0.2038,0.1948
TCGA-NC-A5HD-10A,0.0023,0.0023,0.0023,-1.1687,0.0023,-0.01,0.0023,0.0023,0.0023,0.0023,-0.01,-0.9182,0.0023,0.0023,0.0023,-0.01,0.0023,0.0023,0.0023,-0.0247,0.0023,0.0023,0.0023,0.0023,-0.01,0.0023,0.0023,0.0023,-0.0247,-0.01,0.0023,0.0023,0.0023,-0.0247,0.0023,0.0023,0.0023,0.0023,-0.01,0.0023
TCGA-55-8085-01A,0.2947,0.2567,0.2567,0.2673,0.2759,0.2567,0.2694,0.2947,0.2694,0.2759,0.2567,0.2567,0.2567,0.2759,0.2759,0.2567,0.2567,0.2567,0.2759,0.2673,0.2694,0.2759,0.2947,0.2567,0.2567,0.2694,0.2567,0.2759,0.2673,0.2567,0.2694,0.2759,0.2567,0.6467,0.2694,0.2947,0.2759,0.2567,0.2567,0.2759
TCGA-50-6592-11A,0.0177,0.0144,0.0144,0.014,0.0177,0.014,0.024,0.0177,0.024,0.0177,0.014,0.0144,0.0144,0.0177,0.0177,0.0144,0.0144,0.0144,0.0177,0.0193,0.024,0.0177,0.0177,0.0144,0.0144,0.024,0.0144,0.0177,0.0193,0.014,0.024,0.0177,0.0144,0.014,0.024,0.0177,0.0177,0.0144,0.0144,0.0177
TCGA-86-7713-10A,0.0046,-0.0019,-0.0019,0.4918,0.0046,-0.0007,0.0101,0.0046,0.0101,0.0046,-0.0007,-0.0032,-0.0019,0.0046,0.0046,-0.0032,-0.0019,-0.0019,0.0046,0.0079,0.0101,0.0046,0.0046,-0.0019,-0.0032,0.0101,-0.0032,0.0046,0.0079,-0.0007,0.0101,0.0046,-0.0019,0.4918,0.0101,0.0046,0.0046,-0.0019,-0.0032,0.0046
